Depth(ft),Block Position(ft),ROP Avg(fph),Total Flow(gpm),Pres Xducer 1(psig),AGRC(api),Hookload Avg(klb),DCWA(klb),DCWX(klb),WOB Avg(klb),Torque Abs Avg(f-kp),DCTA(f-p),DCTX(f-p),DCBA(f-p),DCD(deg),RPM Surface Avg(rpm),Ann Press - EMW(ppg),Temp Annulus(degF),Dens Mud In Avg(ppg),GP_Min_RPM(rpm),GP_Mean_RPM(rpm),GP_Max_RPM(rpm),GP_Tor_Eff(NONE),RPM(rpm),RPM Max(rpm),RPM Min(rpm),StickSlip Ind(NONE),AVGX-M5(g),AVGY-M5(g),AVGZ-M5(g),PEAKX-M5(g),PEAKY-M5(g),PEAKZ-M5(g),DDS Avg X(g),DDS Avg Y(g),DDS Avg Z(g),DDS Peak X(g),DDS Peak Y(g),DDS Peak Z(g),DDS Avg X(g),DDS Avg Y(g),DDS Avg Z(g),DDS Peak X(g),DDS Peak Y(g),DDS Peak Z(g)
    18515.5000,15.5819,70.2849,1070.3285,5942.5254,85.3447,742.5928,11.1620,14.3200,48.4495,30.5500,6072.0000,7574.0000,4922.0000,334.2820,180.0604,13.3866,163.4000,12.8000,155.3794,180.4550,203.7458,86.1765,183.3600,212.5000,171.0000,23,0.2700,0.2200,0.0500,1.2000,1.2000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.4000,3.0000,3.0000,1.0000
    18516.0000,15.1072,75.1512,1070.0823,5939.9917,96.7796,749.1149,12.2820,14.6660,41.9235,32.7357,6370.0000,7742.0000,5375.0000,359.9960,180.0000,13.3904,163.4000,12.8000,160.7146,180.4550,198.7904,89.1176,183.3600,212.5000,171.0000,23,0.2900,0.1700,0.0400,0.8000,0.8000,0.2000,0.4000,0.2000,0.2000,3.0000,2.0000,1.0000,0.8000,0.8000,0.4000,2.0000,3.0000,1.0000
    18516.5000,14.5933,120.9819,1070.0823,5949.1123,70.6664,750.1599,12.4060,15.6220,40.7902,33.0973,6324.0000,7902.0000,4935.0000,359.9960,180.1553,13.4035,163.4000,12.8000,160.7146,180.4550,198.7904,89.1176,178.8800,188.5000,162.0000,15,0.2500,0.2600,0.0400,0.8000,0.8000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.4000,2.0000,2.0000,1.0000
    18517.0000,14.1044,128.0481,1070.0823,5941.5117,79.5586,750.3531,11.7200,15.5720,40.6885,32.6709,5678.0000,7452.0000,4588.0000,334.2820,180.0000,13.3917,163.4000,12.8000,160.7146,180.4550,198.7904,89.1176,178.8800,188.5000,162.0000,15,0.3900,0.2000,0.0400,1.2000,0.8000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.4000,2.0000,2.0000,1.0000
    18517.5000,13.6417,147.6407,1070.3285,5937.4585,80.5577,747.4207,13.5940,15.9980,43.5476,32.6115,6372.0000,7606.0000,5043.0000,0.0000,180.0984,13.3872,163.4000,12.8000,160.7146,180.4550,198.7904,89.1176,178.8800,188.5000,162.0000,15,0.2900,0.2000,0.0400,0.8000,0.8000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.2000,3.0000,3.0000,1.0000
    18518.0000,13.1248,125.3768,1070.3285,5937.9648,74.8694,755.9501,14.3400,17.3360,35.0921,33.0409,7224.0000,8644.0000,4493.0000,0.0000,180.0000,13.3837,163.4000,12.8000,141.8894,178.5850,212.6689,79.5588,178.8800,189.5000,165.5000,13,0.2300,0.2000,0.0400,0.8000,0.8000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.2000,3.0000,3.0000,1.0000
    18518.5000,12.6439,142.3217,1070.3285,5946.5786,84.9782,757.0441,16.2080,20.1060,34.0527,33.2036,7870.0000,9812.0000,4068.0000,257.1400,180.1639,13.3886,163.4000,12.8000,172.0096,181.3949,190.1122,94.8529,178.8800,189.5000,165.5000,13,0.3000,0.2300,0.0600,1.2000,0.8000,0.6000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000,0.8000,0.8000,0.2000,3.0000,3.0000,1.0000
    18519.0000,12.0850,132.3055,1070.0823,5933.9116,88.5445,759.1035,21.7520,28.4540,31.9197,33.7266,6254.0000,11114.0000,4435.0000,334.2820,180.1639,13.3684,163.4000,12.8000,172.0096,181.3949,190.1122,94.8529,182.7200,211.0000,159.5000,28,0.4800,0.5500,0.2400,1.6000,1.6000,1.4000,1.2000,0.8000,0.4000,3.0000,3.0000,2.0000,0.8000,0.8000,0.4000,3.0000,3.0000,2.0000
    18519.5000,11.6115,130.4008,1070.5747,5941.0049,63.0395,757.1226,19.9040,28.2900,33.8680,27.9862,10820.0000,15716.0000,4470.0000,308.5680,180.1639,13.3972,163.4000,12.8000,172.0096,181.3949,190.1122,94.8529,182.7200,211.0000,159.5000,28,0.7800,0.4000,0.0600,2.0000,1.4000,0.2000,1.0000,0.8000,0.4000,3.0000,4.0000,2.0000,1.0000,0.8000,0.4000,3.0000,4.0000,2.0000
    18520.0000,11.0818,106.3397,1070.3285,5953.1655,70.6419,762.1380,13.6160,16.3060,28.9405,29.4693,7328.0000,8880.0000,5374.0000,334.2820,180.1639,13.3906,163.4000,12.8000,173.2524,180.4550,187.1449,96.0294,178.8800,208.0000,136.0000,40,0.4700,0.2300,0.0500,0.8000,1.2000,0.2000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.4000,3.0000,3.0000,1.0000
    18520.5000,10.6067,100.1552,1070.3285,5951.6455,71.8096,764.0923,12.8800,16.1240,26.9434,33.4706,6998.0000,8880.0000,4806.0000,51.4280,180.0000,13.3975,163.4000,12.8000,173.2524,180.4550,187.1449,96.0294,180.1600,196.0000,158.5000,21,0.3500,0.2900,0.0400,1.2000,1.2000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.8000,0.8000,0.2000,3.0000,3.0000,1.0000
    18521.0000,10.0797,99.7963,1070.5747,5939.4849,54.7555,765.3854,8.7680,15.3800,25.6637,30.4769,4810.0000,7884.0000,3943.0000,334.2820,180.1639,13.4075,163.4000,12.8000,173.2524,180.4550,187.1449,96.0294,180.1600,196.0000,158.5000,21,0.6700,0.3400,0.0400,1.6000,1.4000,0.2000,1.0000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.2000,3.0000,3.0000,1.0000
    18521.5000,9.5963,128.0568,1070.3285,5941.5117,57.6729,763.0961,10.9660,16.4500,27.9297,34.4415,5732.0000,8924.0000,3984.0000,359.9960,180.0000,13.3937,163.4000,12.8000,170.4011,178.5850,186.1864,95.4412,177.9200,192.0000,141.5000,28,0.3000,0.3800,0.1100,1.6000,1.4000,0.6000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.8000,0.8000,0.4000,3.0000,3.0000,1.0000
    18522.0000,9.0893,138.1255,1070.0823,5938.9785,32.5522,761.9338,19.4120,24.3140,29.0940,34.7690,7294.0000,9332.0000,5152.0000,334.2820,180.0000,13.4026,163.4000,12.8000,170.4011,178.5850,186.1864,95.4412,177.9200,192.0000,141.5000,28,0.3500,0.3000,0.1800,1.2000,1.4000,0.6000,1.8000,0.4000,0.2000,3.0000,3.0000,2.0000,0.8000,0.8000,0.4000,3.0000,3.0000,1.0000
    18522.5000,8.5795,129.6433,1070.3285,5942.5254,61.4607,759.9651,22.6060,28.7540,31.0328,30.2755,8094.0000,10768.0000,5403.0000,359.9960,180.0000,13.3815,163.4000,12.8000,161.6681,180.9249,198.8112,89.4118,183.3600,229.0000,162.0000,37,0.3400,0.3000,0.1800,0.8000,1.0000,1.0000,1.8000,0.4000,0.2000,3.0000,3.0000,2.0000,0.8000,0.8000,0.4000,3.0000,3.0000,1.0000
    18523.0000,8.0755,113.5608,1070.0823,5946.5786,80.3624,756.3740,26.5640,30.5680,34.6658,31.3658,10180.0000,12248.0000,4893.0000,205.7120,180.0086,13.3937,163.4000,12.8000,161.6681,180.9249,198.8112,89.4118,183.3600,229.0000,162.0000,37,0.3100,0.3200,0.1900,2.0000,1.0000,0.6000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000,0.8000,0.8000,0.4000,3.0000,3.0000,1.0000
    18523.5000,7.6324,109.4836,1070.3285,5941.0049,76.0616,753.7568,27.9700,32.3060,37.2222,33.0180,11070.0000,15196.0000,4959.0000,308.5680,180.0410,13.4047,163.4000,12.8000,161.6681,180.9249,198.8112,89.4118,177.9200,189.5000,163.0000,15,0.4600,0.4100,0.1900,1.6000,1.4000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,2.0000,0.8000,0.8000,0.4000,3.0000,3.0000,1.0000
    18524.0000,7.0873,84.7497,1070.0823,5939.4849,71.9806,763.7823,11.6160,16.0000,27.2839,29.6429,6752.0000,9666.0000,3914.0000,359.9960,180.1639,13.4157,163.4000,12.8000,73.5149,82.9577,91.7284,88.6765,184.3200,193.5000,171.0000,12,0.2600,0.2900,0.0400,0.8000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.4000,3.0000,3.0000,1.0000
    18524.5000,6.5884,48.6329,1070.5747,5939.4849,84.3700,769.9927,8.9140,12.2800,21.0220,25.3857,4664.0000,5964.0000,4409.0000,51.4280,180.0000,13.4164,163.4000,12.8000,108.7771,117.6467,125.8850,92.5000,182.7200,243.5000,106.0000,75,0.1800,0.2200,0.0500,0.8000,0.8000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.2000,3.0000,2.0000,1.0000
    18525.0000,6.0809,41.2529,1070.5747,5945.0586,75.5509,770.4486,9.7480,13.4160,20.5991,25.5700,4346.0000,6112.0000,4677.0000,334.2820,180.1639,13.4077,163.4000,12.8000,111.1860,116.7067,121.8346,95.2941,180.4800,192.0000,172.0000,11,0.1700,0.2200,0.0400,0.4000,1.2000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.2000,2.0000,2.0000,1.0000
    18525.5000,5.6220,59.6256,1070.5747,5933.4053,87.2385,770.7495,9.7740,13.9820,20.2721,25.0332,4228.0000,5872.0000,4311.0000,205.7120,180.0492,13.4178,163.4000,12.8000,111.1860,116.7067,121.8346,95.2941,180.4800,187.5000,170.0000,10,0.1800,0.1900,0.0400,0.8000,0.8000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.2000,3.0000,3.0000,1.0000
    18526.0000,5.0780,80.2699,1070.0823,5943.5386,61.5054,769.3621,10.4060,13.6500,21.6391,24.6102,4366.0000,5636.0000,4079.0000,257.1400,180.1639,13.4080,163.4000,12.8000,112.9770,118.5867,123.7971,95.2941,180.1600,186.0000,172.0000,8,0.1900,0.2400,0.0400,0.8000,1.6000,0.2000,0.2000,0.4000,0.2000,3.0000,2.0000,1.0000,0.8000,0.8000,0.2000,3.0000,2.0000,1.0000
    18526.5000,4.5867,94.4914,1070.0823,5936.4453,73.3151,768.0934,10.7500,14.0500,22.9121,25.6585,4918.0000,6220.0000,4755.0000,308.5680,180.0000,13.4202,163.4000,12.8000,112.9770,118.5867,123.7971,95.2941,180.1600,186.0000,172.0000,8,0.1700,0.2400,0.0500,1.6000,1.6000,0.2000,0.2000,0.4000,0.2000,2.0000,3.0000,1.0000,0.8000,0.8000,0.2000,3.0000,3.0000,1.0000
    18527.0000,4.0935,100.7337,1070.3285,5945.0586,77.4938,757.0740,9.2540,12.3780,33.9605,27.1065,4228.0000,5460.0000,4838.0000,282.8540,180.0000,13.3751,163.4000,12.8000,112.9770,118.5867,123.7971,95.2941,179.5200,182.5000,171.0000,6,0.1800,0.1800,0.0400,0.8000,0.8000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.2000,3.0000,3.0000,1.0000
    18527.5000,3.5781,92.4282,1070.0823,5937.4585,65.2021,754.2066,10.2960,13.2900,36.8630,27.8281,4452.0000,6004.0000,4082.0000,205.7120,180.1639,13.4080,163.4000,12.8000,112.0142,119.9966,127.4109,93.3824,181.1200,187.5000,170.0000,10,0.1800,0.1800,0.0400,0.8000,0.8000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.2000,3.0000,3.0000,1.0000
    18528.0000,3.0890,81.3259,1070.5747,5948.0986,82.4231,772.5329,8.2200,12.8640,18.4842,28.3409,4132.0000,6340.0000,4506.0000,282.8540,182.6557,13.4066,163.4000,12.8000,112.0142,119.9966,127.4109,93.3824,181.1200,187.5000,170.0000,10,1.0000,0.3400,0.1200,2.0000,1.6000,0.6000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.4000,3.0000,3.0000,1.0000
    18528.5000,2.5909,57.0467,1070.0823,5941.5117,82.3783,775.6088,7.3720,10.8500,15.3375,26.4544,3406.0000,5182.0000,4485.0000,205.7120,182.6230,13.4135,163.4000,12.8000,112.0142,119.9966,127.4109,93.3824,95.3600,160.0000,53.5000,112,0.6700,0.2600,0.0400,1.6000,1.6000,0.2000,1.0000,0.4000,0.2000,3.0000,2.0000,1.0000,1.0000,0.8000,0.2000,3.0000,3.0000,1.0000
    18529.0000,2.0799,59.1520,1070.5747,5931.3774,75.5266,773.9594,10.9520,13.8140,17.0427,25.2932,4870.0000,6268.0000,3702.0000,334.2820,182.7869,13.4090,163.4000,12.8000,112.0142,119.9966,127.4109,93.3824,182.7200,205.0000,150.0000,30,0.5200,0.3400,0.0400,2.0000,1.2000,0.2000,1.0000,0.4000,0.2000,3.0000,2.0000,1.0000,0.8000,0.8000,0.2000,3.0000,3.0000,1.0000
    18529.5000,1.5764,94.5121,1070.5747,5927.3242,73.4862,770.9077,10.9840,14.0480,20.1561,27.1212,5132.0000,6772.0000,4068.0000,257.1400,182.7869,13.4055,163.4000,12.8000,110.6088,119.0567,126.9033,92.9412,182.7200,205.0000,150.0000,30,0.2300,0.2400,0.0500,0.8000,1.2000,0.2000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000,1.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    18530.0000,130.1394,0.0000,1070.5747,5969.3799,81.7456,783.8929,1.2660,9.9620,7.3124,17.7648,1264.0000,4370.0000,4040.0000,334.2820,119.0656,13.3844,163.4000,12.8000,110.6088,119.0567,126.9033,92.9412,182.7200,204.0000,147.0000,31,0.9900,0.2400,0.0400,1.8000,1.2000,0.2000,1.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.8000,0.8000,0.2000,3.0000,3.0000,1.0000
    18530.5000,129.5090,0.0000,1070.3285,6077.8120,73.4372,795.8720,1.2660,9.9620,-2.5002,18.7427,1264.0000,4370.0000,4402.0000,231.4260,119.0164,13.3851,162.1400,12.8000,110.6088,119.0567,126.9033,92.9412,182.7200,204.0000,147.0000,31,0.1400,0.0900,0.0200,0.2000,0.2000,0.0000,1.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.8000,0.8000,0.2000,3.0000,3.0000,1.0000
    18531.0000,129.0063,210.6536,1070.3285,6059.0645,67.9485,793.3582,9.3440,12.5540,-1.0832,17.8213,3656.0000,4660.0000,4017.0000,179.9980,119.1803,13.3909,161.9600,12.8000,110.6088,119.0567,126.9033,92.9412,119.0400,122.0000,113.0000,8,0.0800,0.0800,0.0300,0.4000,0.2000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000
    18531.5000,128.5045,0.0000,1070.5747,6059.0645,71.4212,783.1350,9.5760,12.7480,13.6153,19.2113,4120.0000,4924.0000,3830.0000,308.5680,119.0164,13.3979,161.7800,12.8000,109.4728,117.6467,125.2389,93.0882,117.7600,123.0000,108.5000,12,0.0700,0.0700,0.0300,0.4000,0.2000,0.2000,0.2000,0.4000,0.2000,2.0000,3.0000,1.0000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000
    18532.0000,128.0153,62.4957,1070.3285,6053.4907,78.0043,781.2088,10.0720,12.1380,15.5273,20.2180,4498.0000,5310.0000,4183.0000,257.1400,119.0574,13.3580,161.7800,12.8000,109.4728,117.6467,125.2389,93.0882,117.7600,123.0000,108.5000,12,0.0800,0.0900,0.0300,0.4000,0.2000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000
    18532.5000,127.5307,61.1208,1070.5747,6054.5044,66.9250,778.6724,12.3060,15.5400,18.0677,23.5775,5684.0000,6774.0000,3991.0000,25.7140,119.0164,13.4147,161.4200,12.8000,109.4728,117.6467,125.2389,93.0882,116.4800,119.5000,110.5000,8,0.0900,0.0800,0.0400,0.4000,0.2000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,2.0000,3.0000,1.0000
    18533.0000,127.0227,84.5776,1070.3285,6053.4907,76.8366,776.7190,13.0080,15.9240,20.0401,24.2164,6660.0000,7698.0000,3686.0000,128.5700,119.1803,13.4040,160.8800,12.8000,112.5464,119.9966,126.9167,93.8235,118.0800,123.5000,109.0000,12,0.1200,0.0800,0.0400,0.4000,0.2000,0.2000,0.2000,0.2000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000
    18533.5000,126.5357,89.6009,1070.5747,6055.5176,64.3740,775.5861,13.4360,16.2620,21.1570,25.3497,6846.0000,7818.0000,3616.0000,51.4280,119.0164,13.4109,160.8800,12.8000,112.5464,119.9966,126.9167,93.8235,118.0800,123.5000,109.0000,12,0.1400,0.0800,0.0400,0.4000,0.2000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.4000,2.0000,2.0000,1.0000
    18534.0000,126.0592,90.1836,1070.5747,6053.9976,78.4887,773.8845,14.9000,18.2440,22.8580,26.3651,8186.0000,9566.0000,4250.0000,359.9960,119.0164,13.4189,161.4200,12.8000,112.5464,119.9966,126.9167,93.8235,117.4400,123.5000,104.0000,17,0.0800,0.0800,0.0300,0.4000,0.2000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000
    18534.5000,125.5281,117.4230,1070.5747,6060.5845,81.1619,772.1276,15.7900,18.1120,24.6338,26.3323,8480.0000,9668.0000,3865.0000,308.5680,119.0574,13.4185,161.4200,12.8000,112.5464,119.9966,126.9167,93.8235,117.4400,123.5000,104.0000,17,0.1200,0.1000,0.0600,0.4000,0.2000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,2.0000,3.0000,1.0000
    18535.0000,125.0030,122.8518,1070.3285,6059.0645,80.0447,771.3104,16.5500,19.9960,25.4116,26.9264,8756.0000,10254.0000,3852.0000,282.8540,119.0164,13.4202,161.4200,12.8000,112.5464,119.9966,126.9167,93.8235,119.0400,126.5000,111.0000,13,0.1400,0.0900,0.0300,0.4000,0.2000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000
    18535.5000,124.5285,104.2785,1070.0823,6060.0776,73.9681,771.6201,15.7180,19.5160,25.1387,25.2501,7586.0000,9204.0000,3889.0000,205.7120,119.1803,13.4157,161.4200,12.8000,129.6323,179.5250,225.8667,72.3529,120.0000,129.0000,111.5000,15,0.0800,0.0800,0.0300,0.4000,0.2000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,2.0000,3.0000,1.0000
    18536.0000,124.0145,126.0873,1070.3285,6059.5708,70.0867,771.1335,15.6700,18.4260,25.6049,25.4867,8146.0000,9306.0000,4344.0000,179.9980,119.1803,13.4164,161.4200,12.8000,129.6323,179.5250,225.8667,72.3529,120.0000,129.0000,111.5000,15,0.0900,0.1000,0.0300,0.4000,0.6000,0.6000,0.2000,0.2000,0.2000,2.0000,3.0000,1.0000,0.8000,0.4000,0.2000,2.0000,3.0000,1.0000
    18536.5000,123.5155,111.2394,1070.5747,6057.0376,63.6192,772.2464,15.6700,18.6120,24.5008,25.7323,7950.0000,9272.0000,3899.0000,154.2840,119.0164,13.4243,161.4200,12.8000,129.6323,179.5250,225.8667,72.3529,119.0400,126.0000,110.5000,13,0.1800,0.0800,0.0300,0.4000,0.2000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000
    18537.0000,123.0037,103.9679,1070.3285,6061.5977,71.3479,772.0526,16.1280,19.2060,24.7143,25.9259,9682.0000,11050.0000,3836.0000,128.5700,119.0854,13.4208,161.4200,12.8000,129.6323,179.5250,225.8667,72.3529,116.4800,124.0000,102.0000,19,0.0900,0.1200,0.0600,0.4000,0.2000,0.2000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000,0.8000,0.4000,0.4000,3.0000,2.0000,1.0000
    18537.5000,122.5205,106.4258,1070.5747,6050.4507,62.9417,771.7991,15.5720,18.3980,24.9487,27.6318,8818.0000,10842.0000,4789.0000,102.8560,119.1639,13.4194,161.4200,12.8000,170.9482,179.9950,188.3979,95.0000,116.4800,124.0000,102.0000,19,0.0900,0.1100,0.0400,0.4000,0.2000,0.2000,0.2000,0.4000,0.2000,2.0000,3.0000,1.0000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000
    18538.0000,122.0471,116.5507,1070.0823,6050.9575,70.1070,770.7016,15.9460,18.5880,26.0407,27.9380,9000.0000,10944.0000,4038.0000,231.4260,119.1803,13.4160,161.4200,12.8000,170.9482,179.9950,188.3979,95.0000,118.7200,125.5000,109.5000,13,0.1000,0.0800,0.0400,0.4000,0.2000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000
    18538.5000,121.5012,120.4217,1070.0823,6058.0513,87.3566,769.1588,17.2140,20.4080,27.5880,27.5999,9344.0000,11830.0000,4792.0000,0.0000,119.0902,13.4218,161.4200,12.8000,170.9482,179.9950,188.3979,95.0000,118.7200,125.5000,109.5000,13,0.0900,0.1300,0.0400,0.4000,0.6000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000
    18539.0000,121.0217,141.3696,1070.5747,6061.5977,89.2057,768.9754,16.8720,19.9480,27.7974,27.9126,8942.0000,10838.0000,3617.0000,154.2840,119.1803,13.4163,161.4200,12.8000,170.9482,179.9950,188.3979,95.0000,118.7200,125.5000,109.5000,13,0.1300,0.0800,0.0400,0.4000,0.2000,0.2000,0.2000,0.2000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000
    18539.5000,120.5757,148.0262,1070.5747,6062.6108,69.0631,768.9958,17.3140,20.0060,27.7493,28.1641,8938.0000,10124.0000,5955.0000,0.0000,119.0328,13.4138,161.4200,12.8000,169.6918,180.9249,191.3586,93.8235,120.6400,131.0000,108.5000,19,0.0700,0.0800,0.0700,0.0000,0.2000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000
    18540.0000,120.0020,141.0291,1070.3285,6057.5439,76.6900,769.0773,16.7820,20.2040,27.6827,27.6314,9204.0000,10370.0000,4974.0000,51.4280,119.1803,13.4167,161.4200,12.8000,169.6918,180.9249,191.3586,93.8235,120.6400,131.0000,108.5000,19,0.0800,0.0700,0.0400,0.4000,0.2000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.4000,2.0000,2.0000,1.0000
    18540.5000,119.5214,124.8125,1070.5747,6056.5313,72.7557,769.5886,15.2120,18.0380,27.1351,28.5683,8508.0000,9616.0000,5117.0000,128.5700,119.1027,13.4276,161.4200,12.8000,169.6918,180.9249,191.3586,93.8235,118.0800,124.0000,106.0000,15,0.7100,0.1000,0.0400,1.2000,0.6000,0.2000,0.2000,0.2000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000
    18541.0000,119.0014,119.1449,1070.0823,6007.3818,70.5931,769.3007,13.8580,16.4420,27.4628,33.0376,7472.0000,8746.0000,5105.0000,282.8540,161.5082,13.4066,161.2400,12.8000,169.6918,180.9249,191.3586,93.8235,118.0800,124.0000,106.0000,15,0.9000,0.1900,0.0800,1.4000,0.6000,0.2000,1.2000,0.2000,0.2000,3.0000,2.0000,1.0000,0.8000,0.8000,0.4000,3.0000,3.0000,1.0000
    18541.5000,118.5759,127.7700,1070.3285,5997.2480,67.6798,769.4816,12.8020,15.9280,27.2719,32.8408,6832.0000,8340.0000,3978.0000,179.9980,176.9974,13.4176,161.4200,12.8000,170.0555,179.0550,187.4140,95.0000,166.0800,189.5000,118.0000,43,1.0800,0.2000,0.0400,2.0000,1.0000,0.2000,1.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.4000,3.0000,3.0000,1.0000
    18542.0000,118.0035,137.0106,1070.3285,6000.7949,62.1869,770.5250,12.7860,16.2260,26.2188,30.8465,7128.0000,9130.0000,4874.0000,128.5700,180.1639,13.4234,161.4200,12.8000,170.0555,179.0550,187.4140,95.0000,166.0800,189.5000,118.0000,43,0.7400,0.2100,0.0700,1.4000,1.0000,0.2000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.4000,2.0000,2.0000,1.0000
    18542.5000,117.5402,132.2026,1070.3285,5993.1948,61.5787,771.4761,11.6440,14.8020,25.2891,29.8416,7406.0000,9246.0000,4334.0000,102.8560,180.1639,13.4127,161.4200,12.8000,170.0555,179.0550,187.4140,95.0000,180.4800,188.5000,166.5000,12,0.5600,0.2400,0.0500,1.4000,1.4000,0.2000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000,0.8000,0.8000,0.4000,3.0000,3.0000,1.0000
    18543.0000,117.1152,117.7355,1070.5747,5996.7412,67.1204,771.4263,12.1000,15.5060,25.3207,30.3104,7770.0000,9312.0000,4867.0000,77.1420,180.0000,13.4165,161.2400,12.8000,170.0555,179.0550,187.4140,95.0000,180.4800,188.5000,166.5000,12,0.4000,0.1800,0.0400,0.8000,0.6000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.8000,0.8000,0.2000,2.0000,3.0000,1.0000
    18543.5000,116.5496,114.2009,1070.3285,5993.7012,63.7943,771.2578,11.3560,14.0340,25.4864,30.6708,7564.0000,9628.0000,4950.0000,102.8560,180.1639,13.4099,159.6200,12.8000,170.0555,179.0550,187.4140,95.0000,179.5200,187.5000,169.0000,10,0.3700,0.1700,0.0400,0.8000,0.6000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.2000,2.0000,2.0000,1.0000
    18544.0000,116.0053,135.5161,1070.5747,6004.3413,61.6073,770.2198,10.3760,14.4440,26.5443,31.1832,7278.0000,10506.0000,5601.0000,205.7120,180.0000,13.4075,159.2600,12.8000,168.7320,179.0550,188.6432,94.2647,179.5200,187.5000,169.0000,10,0.8100,0.2900,0.0600,1.4000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.4000,3.0000,2.0000,1.0000
